nom;activite;adresse;telephone;note;cibleSansSiteWeb;websiteUrl;mapsLink;photoUrl;metierSource;fichierSource;categorieMaps
Agence O2 Dunkerque - Services à domicile;Entreprise de nettoyage;;02 43 72 02 02;4,3;non;https://www.o2.fr/o2-dunkerque-51-rue-du-sud-59140?utm_source=google&utm_medium=organic&utm_campaign=seo-local&utm_content=website;https://www.google.com/maps/place/Agence+O2+Dunkerque+-+Services+%C3%A0+domicile/data=!4m7!3m6!1s0x47dc8b779847c0cb:0xdcd982f43b6741c9!8m2!3d51.03327!4d2.380503!16s%2Fg%2F1tgxstjb!19sChIJy8BHmHeL3EcRyUFnO_SC2dw?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Entreprise de nettoyage;Entreprise de nettoyage.csv;Service de ménage
Agence Pando;Paysagiste;;+33 6 73 71 83 54;5,0;non;http://www.agencepando.fr/;https://www.google.com/maps/place/Agence+Pando/data=!4m7!3m6!1s0x47dcf9eff12c79df:0x22fe743e9bedd10a!8m2!3d50.7863939!4d2.2466674!16s%2Fg%2F11fjt72pzs!19sChIJ33ks8e_53EcRCtHtmz50_iI?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Paysagiste;Paysagiste.csv;Architecte paysagiste
Agent RENAULT, Carrosserie AUTO CENTER, Carrosserie FIVE STAR;Garage;;+33 3 28 27 40 43;3,9;non;https://carrosserie.five-star.fr/carrosseries/937-auto-center/;https://www.google.com/maps/place/Agent+RENAULT,+Carrosserie+AUTO+CENTER,+Carrosserie+FIVE+STAR/data=!4m7!3m6!1s0x47dc8af1eeee3879:0x9e07cfaf3f8a6fb!8m2!3d51.0207989!4d2.2962108!16s%2Fg%2F1tdlgkn4!19sChIJeTju7vGK3EcR-6b48_p84Ak?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Garage;Garage.csv;Concessionnaire automobile
AJILINK Dunkerque;avocat;;+33 3 20 66 22 00;;non;https://www.ajilink.fr/;https://www.google.com/maps/place/AJILINK+Dunkerque/data=!4m7!3m6!1s0x47dc8d50c2638147:0x53e2d678e253614f!8m2!3d51.0355977!4d2.3740933!16s%2Fg%2F11gzrsdf0p!19sChIJR4FjwlCN3EcRT2FT4njW4lM?authuser=0&hl=fr&rclk=1;;avocat;avocat.csv;Avocat spécialisé en droit de la faillite
Akif Wadiy;Garage;;+33 6 45 42 87 48;3,6;oui;;https://www.google.com/maps/place/Akif+Wadiy/data=!4m7!3m6!1s0x47dc8c87e4c0180b:0x2d545b712f356be5!8m2!3d51.0292785!4d2.3741938!16s%2Fg%2F11btlsq29z!19sChIJCxjA5IeM3EcR5Ws1L3FbVC0?authuser=0&hl=fr&rclk=1;;Garage;Garage.csv;Concessionnaire automobile
AKR BTP;Façadier;;+33 6 78 57 35 31;4,9;non;https://akrbtp.wixsite.com/akr-btp;https://www.google.com/maps/place/AKR+BTP/data=!4m7!3m6!1s0x47dc8c492fdb1b4d:0xae8b2eb3485221f6!8m2!3d51.0446822!4d2.4045562!16s%2Fg%2F11f03r25qg!19sChIJTRvbL0mM3EcR9iFSSLMui64?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Façadier;Façadier.csv;Société de travaux publics
AKR RÉNOVATION;Couvreur;;+33 6 13 04 36 29;5,0;oui;;https://www.google.com/maps/place/AKR+R%C3%89NOVATION/data=!4m7!3m6!1s0x47dc8d37be21885b:0x8408ae9ffd90324e!8m2!3d51.046924!4d2.4022328!16s%2Fg%2F11zkb_3cfd!19sChIJW4ghvjeN3EcRTjKQ_Z-uCIQ?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Couvreur;Couvreur.csv;Couvreur
Alex créa'paysage;Paysagiste;;+33 6 85 81 46 13;;oui;;https://www.google.com/maps/place/Alex+cr%C3%A9a%27paysage/data=!4m7!3m6!1s0xae832f9cee3c5b97:0xedb313a77967b2b9!8m2!3d50.5291111!4d2.893638!16s%2Fg%2F11yvkn3wmp!19sChIJl1s87pwvg64RubJneacTs-0?authuser=0&hl=fr&rclk=1;;Paysagiste;Paysagiste.csv;Paysagiste
Alexandre Coiffure;Coiffeur;;;4,7;oui;;https://www.google.com/maps/place/Alexandre+Coiffure/data=!4m7!3m6!1s0x47dc8c68ce98aad5:0x2756b5976b579e00!8m2!3d51.0419873!4d2.3824197!16s%2Fg%2F11bwpr7vkm!19sChIJ1aqYzmiM3EcRAJ5Xa5e1Vic?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweo7ZU1qm6kPekdLYTPgN9vbwbi-jjlWPk85fZu3uHlyM-h7ZmmnAqAbPfEYtw7cvhzOIxa6HcQt6M1K-KHCk_fhrNGYTzaAYI5p23C3NiOfR9t1lwxK-gvy_4M7IWhhqBIbDWZ1=w163-h92-k-no;Coiffeur;Coiffeur.csv;Salon de coiffure
Alidogteteghem;Toilettagechien;;+33 6 28 91 37 38;4,9;oui;;https://www.google.com/maps/place/Alidogteteghem/data=!4m7!3m6!1s0x47dc8d04b0e0b5d7:0xa28eb38641eca264!8m2!3d51.0170265!4d2.445906!16s%2Fg%2F11qpyn6sbh!19sChIJ17XgsASN3EcRZKLsQYazjqI?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Toilettagechien;Toilettagechien.csv;Toiletteur
All'intervention toiture;Couvreur;;+33 6 84 91 65 62;;oui;;https://www.google.com/maps/place/All%27intervention+toiture/data=!4m7!3m6!1s0x47dc8d7e503dc593:0xd589b53da3825061!8m2!3d51.0202565!4d2.3890077!16s%2Fg%2F11spkl9wnb!19sChIJk8U9UH6N3EcRYVCCoz21idU?authuser=0&hl=fr&rclk=1;;Couvreur;Couvreur.csv;Couvreur
All’s Services entreprise;Entreprise de nettoyage;;+33 6 46 84 23 82;4,9;non;https://www.facebook.com/profile.php?id=100066263694896;https://www.google.com/maps/place/All%E2%80%99s+Services+entreprise/data=!4m7!3m6!1s0x6d359d586dc58409:0x24988b2f72d1a92e!8m2!3d51.0746558!4d2.5266646!16s%2Fg%2F11vdrq6rjr!19sChIJCYTFbVidNW0RLqnRci-LmCQ?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Entreprise de nettoyage;Entreprise de nettoyage.csv;Service de nettoyage et d'entretien
Allium jardin;Paysagiste;;+33 6 67 92 68 89;4,9;non;https://www.alliumjardin.com/;https://www.google.com/maps/place/Allium+jardin/data=!4m7!3m6!1s0x4f735a7e2bbb409b:0x691f49cc4e8cc54c!8m2!3d50.7254851!4d2.520426!16s%2Fg%2F11y3h4wmnl!19sChIJm0C7K35ac08RTMWMTsxJH2k?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Paysagiste;Paysagiste.csv;Paysagiste
Allo Jerome Services;Entreprise de nettoyage;;+33 7 78 70 12 72;4,4;oui;;https://www.google.com/maps/place/Allo+Jerome+Services/data=!4m7!3m6!1s0x47dc8b6dab5b2a57:0xba842665f1186ff9!8m2!3d51.0272371!4d2.3120169!16s%2Fg%2F11rp_wsb5v!19sChIJVypbq22L3EcR-W8Y8WUmhLo?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Entreprise de nettoyage;Entreprise de nettoyage.csv;Services de nettoyage
ALLO PIZZA DUNKERQUE🍕;Pizzeria;;;4,4;oui;;https://www.google.com/maps/place/ALLO+PIZZA+DUNKERQUE%F0%9F%8D%95/data=!4m7!3m6!1s0x47dc8d445cd2fcf1:0xfddbe69ef354fa08!8m2!3d51.0318461!4d2.3724357!16s%2Fg%2F11b6d2q6kf!19sChIJ8fzSXESN3EcRCPpU857m2_0?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweoEOz-6fXhEtyZzx76tixp3Khf-8XJRkj2VZH3JUBPnLJASqpNShCMR3IhbwAsM10yH8x2I4MObEHgx2mjrpIYx9JJ7mT2GjXt5ubu6MoRwZiEhawtAe_u7aVBEGP2y8Fwewk2r=w80-h106-k-no;Pizzeria;Pizzeria.csv;Pizza
AlloCookie;Boulangerie;;;4,9;oui;;https://www.google.com/maps/place/AlloCookie/data=!4m7!3m6!1s0x47dc8dfdaa57e9b3:0xf8ff4fb8c855a776!8m2!3d51.0362967!4d2.3763945!16s%2Fg%2F11vcbpd766!19sChIJs-lXqv2N3EcRdqdVyLhP__g?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwepbDqZgt05qMze-wzqNfc7r1RonFcycFY3va5vZ2bYo2YOjrEkOtQxuky0yN71ByYEpVcSnnot5uFzaf886CPR6dnoNhg8PglGoUoxJYQ8_gO3dru-28zkusLZ4leETvWQ3cnZL-bI_f9GE=w80-h106-k-no;Boulangerie;Boulangerie.csv;Cookies
AlloCookie - Malo Les Bains;Boulangerie;;;4,8;oui;;https://www.google.com/maps/place/AlloCookie+-+Malo+Les+Bains/data=!4m7!3m6!1s0x47dc8d000fbd6a35:0xa7f214c1cf2d5909!8m2!3d51.0498126!4d2.3912453!16s%2Fg%2F11xggg5f9s!19sChIJNWq9DwCN3EcRCVktz8EU8qc?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweq1hZLbD2RWdxnTisvBzvR1XTsKMdNLVjhJNonkA4QhVnnmQuhVoo5ZFFxffDSP5PCFwnjnDn_MhHh7A9FQRQFj1Y7gzXqFaNEhj_ParGxJskQSZoHvNyH9tcKlOPj31qZUdZqp5rwl2k1p=w80-h100-k-no;Boulangerie;Boulangerie.csv;Cookies
ALOHA ZEN à OYE PLAGE Massages relaxants & soins visage chez Sabrina .;massage;;;4,9;oui;;https://www.google.com/maps/place/ALOHA+ZEN+%C3%A0+OYE+PLAGE+Massages+relaxants+%26+soins+visage+chez+Sabrina+./data=!4m7!3m6!1s0x47dc4298974aa5fd:0xa8dcf19584dad5dd!8m2!3d50.9874016!4d2.0452272!16s%2Fg%2F11c0xz20gg!19sChIJ_aVKl5hC3EcR3dXahJXx3Kg?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweoEdu_0Sktjz5LGzn-cgzeBgchJcoKdsdVrjQRRd0WAEZq9Tihzq131eLBuIPgfBjDi_xIbugB5DumJeYnSwHxZt31TqVW-tM7sLm69_UE9P-3l5y8J1Hsa-bUUawD5gP3BhFHKVA=w80-h106-k-no;massage;massage.csv;Institut de massages
Aloui Wissem;Peintreenbâtiment;;+33 6 35 40 80 81;5,0;oui;;https://www.google.com/maps/place/Aloui+Wissem/data=!4m7!3m6!1s0x47dc8db4b7c924e5:0x96175041ccb5ede5!8m2!3d51.0182787!4d2.3431074!16s%2Fg%2F1tdzv_6d!19sChIJ5STJt7SN3EcR5e21zEFQF5Y?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Peintreenbâtiment;Peintreenbâtiment.csv;Peintre en bâtiment
ALSTERS eirl;electricien;;+33 6 75 66 69 53;4,0;non;http://alsters.fr/;https://www.google.com/maps/place/ALSTERS+eirl/data=!4m7!3m6!1s0x47c32a0f6abe098d:0x7cdc0a690e98bce7!8m2!3d51.0213704!4d2.3461283!16s%2Fg%2F11gd532c26!19sChIJjQm-ag8qw0cR57yYDmkK3Hw?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;electricien;electricien.csv;Service d'installation électrique
ALTAVOCATS;avocat;;+33 3 28 66 82 50;4,9;non;https://www.altavocats.com/;https://www.google.com/maps/place/ALTAVOCATS/data=!4m7!3m6!1s0x47dc8c62fd3cc097:0xaa83d87498e5113a!8m2!3d51.033303!4d2.3787498!16s%2Fg%2F11df6ws_5s!19sChIJl8A8_WKM3EcROhHlmHTYg6o?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;avocat;avocat.csv;Cabinet d'avocats
Althea Jardins;Paysagiste;;+33 3 28 40 89 63;4,6;non;https://www.althea-jardins.fr/?utm_source=gmb;https://www.google.com/maps/place/Althea+Jardins/data=!4m7!3m6!1s0x47dce741ffbbc29b:0x7e1328803c6e9f5d!8m2!3d50.7528457!4d2.6094442!16s%2Fg%2F1tvdj1p0!19sChIJm8K7_0Hn3EcRXZ9uPIAoE34?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Paysagiste;Paysagiste.csv;Paysagiste
ALTRAD PREZIOSO;Peintreenbâtiment;;+33 3 28 25 15 80;5,0;oui;;https://www.google.com/maps/place/ALTRAD+PREZIOSO/data=!4m7!3m6!1s0x47dc8b43697e5113:0x5f059d6e486c9eea!8m2!3d51.0046886!4d2.3466837!16s%2Fg%2F1tmxdv9l!19sChIJE1F-aUOL3EcR6p5sSG6dBV8?authuser=0&hl=fr&rclk=1;;Peintreenbâtiment;Peintreenbâtiment.csv;Peintre en bâtiment
AM Elec Services;electricien;;+33 7 88 56 01 48;5,0;oui;;https://www.google.com/maps/place/AM+Elec+Services/data=!4m7!3m6!1s0xdfbe160ee000f1b:0x7ffaa94be2868ef5!8m2!3d51.0182787!4d2.3431074!16s%2Fg%2F11x0myz39s!19sChIJGw8A7mDh-w0R9Y6G4kup-n8?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;electricien;electricien.csv;Électricien
AMAK Habitat;Menuisier;;+33 6 51 17 53 15;4,9;non;https://www.toerana-habitat.fr/entrepreneur/romain-melon-32818025201156956;https://www.google.com/maps/place/AMAK+Habitat/data=!4m7!3m6!1s0x47dc3fc844ad9845:0x2499975c3d431e39!8m2!3d50.5290254!4d2.893638!16s%2Fg%2F11h6brzyhv!19sChIJRZitRMg_3EcROR5DPVyXmSQ?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Menuisier;Menuisier.csv;Menuisier
Amalaki bien être Massages à domicile;massage;;;5,0;oui;;https://www.google.com/maps/place/Amalaki+bien+%C3%AAtre+Massages+%C3%A0+domicile/data=!4m7!3m6!1s0x48519fcd6e2367e9:0x2b9b14e0ce89f604!8m2!3d51.0289163!4d2.3059387!16s%2Fg%2F11tsd85y8c!19sChIJ6Wcjbs2fUUgRBPaJzuAUmys?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBrpq9uTdN5D8Cuxu95oRedippheFuVit28v0-WE5ubNa36MIefGE3UTEHaP4e9UaF-lbMZ3pMNmKQp-VNEdXQmmn7UH3xInM1ks2jHLE9ej7OYV_BrBAQ2J_NC8ezwihG1MDAlg=w96-h92-k-no;massage;massage.csv;Réflexologue
Amandine BUCZINSKI;avocat;;+33 7 44 99 22 65;5,0;oui;;https://www.google.com/maps/place/Amandine+BUCZINSKI/data=!4m7!3m6!1s0x47dc8d848930bb11:0x101b139898ecb8fa!8m2!3d51.0326158!4d2.3781873!16s%2Fg%2F11llj65wjp!19sChIJEbswiYSN3EcR-rjsmJgTGxA?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;avocat;avocat.csv;Avocat
Ambiance Carrelage;Carreleur;;+33 3 28 22 59 64;4,5;non;https://www.ambiancecarrelage.fr/;https://www.google.com/maps/place/Ambiance+Carrelage/data=!4m7!3m6!1s0x47dcf2bf11c482f3:0x4d67b9733a3c2e4!8m2!3d50.9649734!4d2.4303065!16s%2Fg%2F11b6dpqj14!19sChIJ84LEEb_y3EcR5MKjM5d71gQ?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Carreleur;Carreleur.csv;Magasin de carrelage
Amcexpert Agencement Menuiserie Charpente;Menuisier;;+33 6 16 33 01 50;;oui;;https://www.google.com/maps/place/Amcexpert+Agencement+Menuiserie+Charpente/data=!4m7!3m6!1s0x47dc8d5bba23269b:0x2982c5dfb897ea4c!8m2!3d50.890212!4d2.1947146!16s%2Fg%2F11j3s9d_p8!19sChIJmyYjuluN3EcRTOqXuN_Fgik?authuser=0&hl=fr&rclk=1;;Menuisier;Menuisier.csv;Menuisier
Amélie Destailleur;avocat;;+33 6 81 44 22 04;5,0;oui;;https://www.google.com/maps/place/Am%C3%A9lie+Destailleur/data=!4m7!3m6!1s0x47dc8d27a0950453:0x9ed8042c072fe1db!8m2!3d51.031045!4d2.3764113!16s%2Fg%2F11vjdsn1xc!19sChIJUwSVoCeN3EcR2-EvBywE2J4?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;avocat;avocat.csv;Avocat
anaisdkreflexologue;Institutdebeaute | massage;;;5,0;oui;;https://www.google.com/maps/place/anaisdkreflexologue/data=!4m7!3m6!1s0x47dc8de9f946eefb:0xdee837d0015e8421!8m2!3d51.0527624!4d2.4104794!16s%2Fg%2F11rsqbpsdw!19sChIJ--5G-emN3EcRIYReAdA36N4?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwerG5uEq9WonNvLx7uQ5K9dnq-VYk-uH08aw1nC4iJLK3exH4sOCnUG87vKNKCxi2XiY6d5t1XkVHpRMuYoHu5sBr6ATCN4DcGhRQG7MBbNf_zHOD6I2FNam2bCeSPdyNSoRH1ak=w122-h92-k-no;Institutdebeaute | massage;Institutdebeaute.csv | massage.csv;Institut de massages | Réflexologue
Anatomique Art Massages;Institutdebeaute | massage;;;5,0;oui;;https://www.google.com/maps/place/Anatomique+Art+Massages/data=!4m7!3m6!1s0xa6c87e0cdc68e38f:0xe96f095fcf452ebc!8m2!3d51.0324074!4d2.3789335!16s%2Fg%2F11x015mp9m!19sChIJj-No3Ax-yKYRvC5Fz18Jb-k?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweqRKELg21lJkbls1mCM9Qzh_VzXAmSNP0n1Ca08bY_DCMBJYJNB_bmFPuixOYbrKvXEEkF1nZb4Vg6D3ASQPiylbBorvO_QIVHEXLPLVZEEjnimZ8TgWB3ng5DkCXAFAabMuEiZNO8XYDB7=w130-h92-k-no;Institutdebeaute | massage;Institutdebeaute.csv | massage.csv;Institut de massages
Andreea Glow;Institutdebeaute;;;5,0;oui;;https://www.google.com/maps/place/Andreea+Glow/data=!4m7!3m6!1s0x47dc8d0015957fdf:0x82b5a8a8b09e8b85!8m2!3d51.0300317!4d2.3701518!16s%2Fg%2F11lns25cbt!19sChIJ33-VFQCN3EcRhYuesKiotYI?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwerMsVCngt9zM0PqyxRI---URqEca7cu1jr8kflURSyI3GsGevTai3zLLsee5rzu7qP1QpB9sJs_8OnKynEKU7d0vx08vQqeM3RfRFWcC-DL2F0s7VFMfhuQumedSZpR2cmy5ak_=w151-h92-k-no;Institutdebeaute;Institutdebeaute.csv;Institut de beauté
Andrelec - Electricien;electricien;;+33 6 56 81 96 10;;oui;;https://www.google.com/maps/place/Andrelec+-+Electricien/data=!4m7!3m6!1s0x47dc8d0950d738cd:0x6ed3e369571625e0!8m2!3d50.9284956!4d3.3383921!16s%2Fg%2F11fqp7y6lg!19sChIJzTjXUAmN3EcR4CUWV2nj024?authuser=0&hl=fr&rclk=1;;electricien;electricien.csv;Électricien
Andries Sophie;avocat;;+33 3 28 27 67 50;3,3;oui;;https://www.google.com/maps/place/Andries+Sophie/data=!4m7!3m6!1s0x47dc8dd700215a17:0xe65045f6cb7fd03c!8m2!3d51.0335754!4d2.3788623!16s%2Fg%2F11pxwcmnnq!19sChIJF1ohANeN3EcRPNB_y_ZFUOY?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;avocat;avocat.csv;Avocat
Annie’s paradise;Institutdebeaute;;;;oui;;https://www.google.com/maps/place/Annie%E2%80%99s+paradise/data=!4m7!3m6!1s0x47dc8d00723d4de7:0xbf70d703794dafca!8m2!3d51.0424002!4d2.381089!16s%2Fg%2F11xtlwp_9g!19sChIJ5009cgCN3EcRyq9NeQPXcL8?authuser=0&hl=fr&rclk=1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WAZo0twc-5th7Y63zgzd4g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=301.49078&pitch=0&thumbfov=100;Institutdebeaute;Institutdebeaute.csv;Institut de beauté
anthony brioit couverture;Couvreur;;+33 6 44 94 68 46;;non;http://abcouverture.wix.com/httpabcouverture;https://www.google.com/maps/place/anthony+brioit+couverture/data=!4m4!3m3!1s0x47dc8c646f0e540f:0xfba061c421069e7b!16s%2Fg%2F11b6dhtxnr!19sChIJD1QOb2SM3EcRe54GIcRhoPs?authuser=0&hl=fr&rclk=1;;Couvreur;Couvreur.csv;Couvreur
Antoine RUELLO;Boulangerie;;;4,6;oui;;https://www.google.com/maps/place/Antoine+RUELLO/data=!4m7!3m6!1s0x47dc8deeb438dfe5:0x1dd4d8abbd69d672!8m2!3d51.050328!4d2.395696!16s%2Fg%2F11jl0013wr!19sChIJ5d84tO6N3EcRctZpvavY1B0?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweqmdBxJwzwBMGr_b8yjUDwWXS3-zvNLyrFVN28EIntaFRVCS7mQBtrlDHnR3oIkx7fAiF5ez7SpF5GjvisQvVD7lbu545uQlqHjX9FFUnj_5ZjuAdsm3UQoloYLZJ5CqGMVdCDDTCBAq13u=w80-h106-k-no;Boulangerie;Boulangerie.csv;Boulangerie
Antony Passion Nature;Paysagiste;;+33 6 70 88 85 72;4,3;non;http://antonypassionnature.fr/;https://www.google.com/maps/place/Antony+Passion+Nature/data=!4m7!3m6!1s0x47dcfd1bba8f91d9:0x9f3252a2e93f8baa!8m2!3d50.7060384!4d2.3902045!16s%2Fg%2F1v42f1_9!19sChIJ2ZGPuhv93EcRqos_6aJSMp8?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Paysagiste;Paysagiste.csv;Paysagiste
APA Complex;gym;;;5,0;oui;;https://www.google.com/maps/place/APA+Complex/data=!4m7!3m6!1s0x47dc8c34e34c5ac1:0xf462643bf81741bf!8m2!3d51.0528906!4d2.4108472!16s%2Fg%2F11g0hp0gdn!19sChIJwVpM4zSM3EcRv0EX-DtkYvQ?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweo4Xwg7GiF501Od1695PtNJi2I1QxFGMytIod59STfJTW0AdxWmD82wwfJOHadecCY2J-6hLuQ3OzCPu16UR6ZNrw-IIwzwr3SlrQsiWoy9Cm32Jssr4KLBmlurgkn0AyYOsfgKcg=w122-h92-k-no;gym;gym.csv;Salle de gym
APEGIF 'Services;Chauffagiste;;+33 6 52 41 36 81;5,0;non;http://apegif.fr/;https://www.google.com/maps/place/APEGIF+%27Services/data=!4m7!3m6!1s0x47dc8b77113cf7e3:0xb16ea0fb94b9b13f!8m2!3d51.0270268!4d2.3482847!16s%2Fg%2F11f0wrm6gz!19sChIJ4_c8EXeL3EcRP7G5lPugbrE?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Chauffagiste;Chauffagiste.csv;Chauffagiste
Aquarel Atelier de Coiffure;Coiffeur;;;4,7;oui;;https://www.google.com/maps/place/Aquarel+Atelier+de+Coiffure/data=!4m7!3m6!1s0x47dc8c65d56520c5:0x9c725e4a47557ec2!8m2!3d51.0377934!4d2.3814269!16s%2Fg%2F1vc6cp0_!19sChIJxSBl1WWM3EcRwn5VR0pecpw?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwepV5Lc9cZgaCW-pc04ot8YA2xrQNT0pu6xTbx1PU41qiWQl_s8EszU39L8KHEzZQEjcyOJ4tx-I_6RElmNF8jRbH4sWySZSEy6OG1_1JMmTxeVwTfkZ2lrYi2B32-7Wb-yMAXuXQA=w122-h92-k-no;Coiffeur;Coiffeur.csv;Salon de coiffure
Araceli Beauté et Créations à votre domicile;Institutdebeaute | Onglerie;;;5,0;oui;;https://www.google.com/maps/place/Araceli+Beaut%C3%A9+et+Cr%C3%A9ations+%C3%A0+votre+domicile/data=!4m7!3m6!1s0x47dc61fdc83aedf7:0x31f7b189fb769b8f!8m2!3d51.0503379!4d2.4070162!16s%2Fg%2F11h5w4bmdg!19sChIJ9-06yP1h3EcRj5t2-4mx9zE?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwerYDOLXpeC9LNL1SRmLzybeaU8yBV0d9FxDUkHQLEaX0Xyfm6kjP9D9WB0mpiCFS1GcsoTcluEaPWK1fjnofZD4eRiz7b6BmI-rOax992Rs437VW2Eugw8fxhRmOPKObX2DG0sx=w80-h142-k-no;Institutdebeaute | Onglerie;Institutdebeaute.csv | Onglerie.csv;Salon de manucure
Arbor Élagage - à Lille et sa Métropole;Élagage;;+33 3 27 36 93 29;4,7;non;https://www.arbor-paysage.com/;https://www.google.com/maps/place/Arbor+%C3%89lagage+-+%C3%A0+Lille+et+sa+M%C3%A9tropole/data=!4m7!3m6!1s0x47c2d706f5062b1d:0xbdeeb5af38ead88e!8m2!3d50.5913164!4d3.1517314!16s%2Fg%2F11b77b4h__!19sChIJHSsG9QbXwkcRjtjqOK-17r0?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Élagage;Élagage.csv;Service d'élagage
ARBOREVE;Élagage | Paysagiste;;+33 6 29 62 22 62;3,8;non;http://www.arboreve.fr/;https://www.google.com/maps/place/ARBOREVE/data=!4m7!3m6!1s0x47dcee3b9371756b:0xe3a41cd0003de3a8!8m2!3d50.1711658!4d3.6456634!16s%2Fg%2F11c30v7yrq!19sChIJa3Vxkzvu3EcRqOM9ANAcpOM?authuser=0&hl=fr&rclk=1;;Élagage | Paysagiste;Élagage.csv | Paysagiste.csv;Service d'élagage
Arbre & Vert;Élagage | Paysagiste;;+33 6 18 74 19 35;5,0;non;https://www.facebook.com/arbreetvert.dunkerque/;https://www.google.com/maps/place/Arbre+%26+Vert/data=!4m7!3m6!1s0x47dc8b7ea676bf11:0xd15bf381b4c6def5!8m2!3d51.0207971!4d2.3479667!16s%2Fg%2F11flbpvp94!19sChIJEb92pn6L3EcR9d7GtIHzW9E?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Élagage | Paysagiste;Élagage.csv | Paysagiste.csv;Service d'élagage | Architecte paysagiste
Arcane Tattoo;tatoueur;;+33 6 09 24 03 57;5,0;oui;;https://www.google.com/maps/place/Arcane+Tattoo/data=!4m7!3m6!1s0x47dc8c6457550399:0xd84eb358a88d255e!8m2!3d51.0371303!4d2.3787622!16s%2Fg%2F11bzz1p1hp!19sChIJmQNVV2SM3EcRXiWNqFizTtg?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweoDSiRHf9bPtQzslg_6QzrpGAY148ItCV2su-gBT3BrzUcOMGiMDoQOFf49MhbrMw7ZPY6mMmpAvtgFzThhOn-RVo8qZHf2r_O2KOkbmhmUrmYsJeBuHJ6uDhY2RASrOMokNVLM=w80-h106-k-no;tatoueur;tatoueur.csv;Tatoueur
